Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Bourgogne-Franche-Comté vers Occitanie,Flux physiques de Bretagne vers Occitanie,Flux physiques de Centre-Val de Loire vers Occitanie,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Hauts-de-France vers Occitanie,Flux physiques d'Ile-de-France vers Occitanie,Flux physiques de Normandie vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques d'Occitanie vers Occitanie,Flux physiques de Pays-de-la-Loire vers Occitanie,Flux physiques de PACA vers Occitanie,Flux physiques de Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Occitanie vers Bourgogne-Franche-Comté,Flux physiques de Occitanie vers Bretagne,Flux physiques de Occitanie vers Centre-Val de Loire,Flux physiques de Occitanie vers Grand-Est,Flux physiques de Occitanie vers Hauts-de-France,Flux physiques de Occitanie vers Ile-de-France,Flux physiques de Occitanie vers Normandie,Flux physiques de Occitanie vers Nouvelle-Aquitaine,Flux physiques de Occitanie vers Occitanie,Flux physiques de Occitanie vers Pays-de-la-Loire,Flux physiques de Occitanie vers PACA,Flux physiques Allemagne vers Occitanie,Flux physiques Belgique vers Occitanie,Flux physiques Espagne vers Occitanie,Flux physiques Italie vers Occitanie,Flux physiques Luxembourg vers Occitanie,Flux physiques Royaume-Uni vers Occitanie,Flux physiques Suisse vers Occitanie,Flux physiques de Occitanie vers Allemagne,Flux physiques de Occitanie vers Belgique,Flux physiques de Occitanie vers Espagne,Flux physiques de Occitanie vers Italie,Flux physiques de Occitanie vers Luxembourg,Flux physiques de Occitanie vers Royaume-Uni,Flux physiques de Occitanie vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Occitanie,Données définitives,2022-02-02,02:30,5352.0,88.0,2423.0,1036.0,2.0,514.0,-667.0,106.0,0.0,0.0,0.0,0.0,1851.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,171.0,-,-,-,-,-,-,-,576.0,-,-,3618.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.64,30.24,45.27,92.48,19.36,65.45,0.04,0.08,9.6,9.73,1.98,71.14,
Occitanie,Données définitives,2022-02-02,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,03:00,5237.0,84.0,2422.0,1052.0,2.0,510.0,-872.0,104.0,0.0,0.0,0.0,0.0,1933.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,153.0,-,-,-,-,-,-,-,547.0,-,-,3487.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.6,28.87,46.25,92.44,20.09,66.46,0.04,0.08,9.74,9.65,1.99,69.8,
Occitanie,Données définitives,2022-02-02,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,03:30,5119.0,84.0,1790.0,1062.0,2.0,522.0,-868.0,105.0,0.0,0.0,0.0,0.0,2421.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,146.0,-,-,-,-,-,-,-,521.0,-,-,3204.0,-,-,ND,-,-,-,-,-,-,556.0,-,-,-,-,1.64,28.87,34.97,68.32,20.75,67.09,0.04,0.08,10.2,9.88,2.05,70.47,
Occitanie,Données définitives,2022-02-02,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,04:00,5098.0,84.0,2278.0,1012.0,2.0,517.0,-869.0,105.0,0.0,0.0,0.0,0.0,1968.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,147.0,-,-,-,-,-,-,-,546.0,-,-,3122.0,-,-,ND,-,-,-,-,-,-,604.0,-,-,-,-,1.65,28.87,44.68,86.95,19.85,63.93,0.04,0.08,10.14,9.79,2.06,70.47,
Occitanie,Données définitives,2022-02-02,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,04:30,4998.0,84.0,2355.0,1020.0,2.0,510.0,-866.0,105.0,0.0,0.0,0.0,0.0,1787.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,153.0,-,-,-,-,-,-,-,576.0,-,-,3072.0,-,-,ND,-,-,-,-,-,-,530.0,-,-,-,-,1.68,28.87,47.12,89.89,20.41,64.43,0.04,0.08,10.2,9.65,2.1,70.47,
Occitanie,Données définitives,2022-02-02,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,05:00,4988.0,84.0,2412.0,1033.0,1.0,497.0,-856.0,106.0,0.0,0.0,0.0,0.0,1710.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,154.0,-,-,-,-,-,-,-,594.0,-,-,3095.0,-,-,ND,-,-,-,-,-,-,550.0,-,-,-,-,1.68,28.87,48.36,92.06,20.71,65.26,0.02,0.04,9.96,9.41,2.13,71.14,
Occitanie,Données définitives,2022-02-02,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,05:30,5086.0,84.0,2422.0,1034.0,2.0,532.0,-856.0,106.0,0.0,0.0,0.0,0.0,1762.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,188.0,-,-,-,-,-,-,-,588.0,-,-,3058.0,-,-,ND,-,-,-,-,-,-,344.0,-,-,-,-,1.65,28.87,47.62,92.44,20.33,65.32,0.04,0.08,10.46,10.07,2.08,71.14,
Occitanie,Données définitives,2022-02-02,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,06:00,5233.0,84.0,2421.0,1053.0,2.0,560.0,-448.0,104.0,0.0,0.0,0.0,0.0,1457.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,165.0,-,-,-,-,-,-,-,653.0,-,-,3232.0,-,-,ND,-,-,-,-,-,-,509.0,-,-,-,-,1.61,28.87,46.26,92.4,20.12,66.52,0.04,0.08,10.7,10.6,1.99,69.8,
Occitanie,Données définitives,2022-02-02,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,06:30,5527.0,85.0,2420.0,1080.0,2.0,660.0,-447.0,105.0,0.0,0.0,0.0,0.0,1624.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,190.0,-,-,-,-,-,-,-,728.0,-,-,3414.0,-,-,ND,-,-,-,-,-,-,79.0,-,-,-,-,1.54,29.21,43.79,92.37,19.54,68.22,0.04,0.08,11.94,12.49,1.9,70.47,
Occitanie,Données définitives,2022-02-02,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,07:00,5797.0,85.0,2420.0,1069.0,1.0,891.0,-36.0,104.0,0.0,0.0,0.0,0.0,1262.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,168.0,-,-,-,-,-,-,-,810.0,-,-,3582.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.47,29.21,41.75,92.37,18.44,67.53,0.02,0.04,15.37,16.87,1.79,69.8,
Occitanie,Données définitives,2022-02-02,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,07:30,6046.0,85.0,2423.0,1049.0,1.0,825.0,0.0,102.0,0.0,0.0,0.0,0.0,1562.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,223.0,-,-,-,-,-,-,-,687.0,-,-,3720.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.41,29.21,40.08,92.48,17.35,66.27,0.02,0.04,13.65,15.62,1.69,68.46,
Occitanie,Données définitives,2022-02-02,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,08:00,6081.0,85.0,2422.0,1010.0,1.0,1014.0,0.0,101.0,0.0,0.0,0.0,0.0,1449.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,251.0,-,-,-,-,-,-,-,830.0,-,-,3636.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.4,29.21,39.83,92.44,16.61,63.8,0.02,0.04,16.67,19.19,1.66,67.79,
Occitanie,Données définitives,2022-02-02,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,08:30,6117.0,83.0,2421.0,935.0,29.0,984.0,0.0,99.0,0.0,0.0,0.0,0.0,1567.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,247.0,-,-,-,-,-,-,-,792.0,-,-,3612.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.36,28.52,39.58,92.4,15.29,59.07,0.47,1.11,16.09,18.63,1.62,66.44,
Occitanie,Données définitives,2022-02-02,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,09:00,6172.0,80.0,2418.0,941.0,136.0,1145.0,0.0,99.0,0.0,0.0,0.0,0.0,1352.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,287.0,-,-,-,-,-,-,-,951.0,-,-,3488.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.3,27.49,39.18,92.29,15.25,59.44,2.2,5.18,18.55,21.67,1.6,66.44,
Occitanie,Données définitives,2022-02-02,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,09:30,6166.0,81.0,2423.0,940.0,299.0,1712.0,0.0,99.0,0.0,0.0,0.0,0.0,614.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,392.0,-,-,-,-,-,-,-,1396.0,-,-,3342.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.31,27.84,39.3,92.48,15.24,59.38,4.85,11.4,27.77,32.41,1.61,66.44,
Occitanie,Données définitives,2022-02-02,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,10:00,6125.0,85.0,2418.0,945.0,472.0,1590.0,0.0,97.0,0.0,0.0,0.0,0.0,520.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,414.0,-,-,-,-,-,-,-,1446.0,-,-,3185.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.39,29.21,39.48,92.29,15.43,59.7,7.71,17.99,25.96,30.1,1.58,65.1,
Occitanie,Données définitives,2022-02-02,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,10:30,6067.0,84.0,2418.0,929.0,628.0,1137.0,0.0,90.0,0.0,0.0,0.0,0.0,781.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,450.0,-,-,-,-,-,-,-,1400.0,-,-,3053.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.38,28.87,39.85,92.29,15.31,58.69,10.35,23.94,18.74,21.52,1.48,60.4,
Occitanie,Données définitives,2022-02-02,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,11:00,6013.0,84.0,2417.0,949.0,746.0,871.0,0.0,89.0,0.0,0.0,0.0,0.0,858.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,478.0,-,-,-,-,-,-,-,1323.0,-,-,2890.0,-,-,ND,-,-,-,-,-,-,1.0,-,-,-,-,1.4,28.87,40.2,92.25,15.78,59.95,12.41,28.44,14.49,16.49,1.48,59.73,
Occitanie,Données définitives,2022-02-02,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,11:30,6021.0,84.0,2416.0,937.0,844.0,808.0,0.0,88.0,0.0,0.0,0.0,0.0,844.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,508.0,-,-,-,-,-,-,-,1435.0,-,-,2859.0,-,-,ND,-,-,-,-,-,-,1.0,-,-,-,-,1.4,28.87,40.13,92.21,15.56,59.19,14.02,32.18,13.42,15.29,1.46,59.06,
Occitanie,Données définitives,2022-02-02,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,12:00,6077.0,84.0,2417.0,948.0,920.0,762.0,0.0,87.0,0.0,0.0,0.0,0.0,860.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,523.0,-,-,-,-,-,-,-,1433.0,-,-,2854.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.38,28.87,39.77,92.25,15.6,59.89,15.14,35.07,12.54,14.42,1.43,58.39,
Occitanie,Données définitives,2022-02-02,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,12:30,6103.0,84.0,2419.0,907.0,1008.0,695.0,0.0,88.0,0.0,0.0,0.0,0.0,901.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,497.0,-,-,-,-,-,-,-,1440.0,-,-,2883.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.38,28.87,39.64,92.33,14.86,57.3,16.52,38.43,11.39,13.16,1.44,59.06,
Occitanie,Données définitives,2022-02-02,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,13:00,6139.0,84.0,2421.0,939.0,1059.0,1695.0,0.0,88.0,0.0,0.0,0.0,0.0,-146.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,607.0,-,-,-,-,-,-,-,2108.0,-,-,2868.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.37,28.87,39.44,92.4,15.3,59.32,17.25,40.37,27.61,32.08,1.43,59.06,
Occitanie,Données définitives,2022-02-02,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,13:30,5964.0,84.0,2420.0,910.0,1076.0,1714.0,0.0,87.0,0.0,0.0,0.0,0.0,-327.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,668.0,-,-,-,-,-,-,-,2184.0,-,-,3007.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.41,28.87,40.58,92.37,15.26,57.49,18.04,41.02,28.74,32.44,1.46,58.39,
Occitanie,Données définitives,2022-02-02,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,14:00,5886.0,84.0,2420.0,946.0,1062.0,1385.0,-36.0,88.0,0.0,0.0,0.0,0.0,-62.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,636.0,-,-,-,-,-,-,-,2223.0,-,-,2845.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.43,28.87,41.11,92.37,16.07,59.76,18.04,40.49,23.53,26.22,1.5,59.06,
Occitanie,Données définitives,2022-02-02,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,14:30,5640.0,84.0,2418.0,922.0,1004.0,1479.0,-36.0,90.0,0.0,0.0,0.0,0.0,-321.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,636.0,-,-,-,-,-,-,-,2312.0,-,-,2917.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.49,28.87,42.87,92.29,16.35,58.24,17.8,38.28,26.22,28.0,1.6,60.4,
Occitanie,Données définitives,2022-02-02,14:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,15:00,5529.0,83.0,2419.0,940.0,917.0,1493.0,-36.0,92.0,0.0,0.0,0.0,0.0,-379.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,659.0,-,-,-,-,-,-,-,2237.0,-,-,2889.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.5,28.52,43.75,92.33,17.0,59.38,16.59,34.96,27.0,28.26,1.66,61.74,
Occitanie,Données définitives,2022-02-02,15:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,15:30,5438.0,83.0,2421.0,967.0,799.0,968.0,-36.0,91.0,0.0,0.0,0.0,0.0,144.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,616.0,-,-,-,-,-,-,-,1993.0,-,-,2870.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.53,28.52,44.52,92.4,17.78,61.09,14.69,30.46,17.8,18.32,1.67,61.07,
Occitanie,Données définitives,2022-02-02,15:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,16:00,5359.0,81.0,2421.0,966.0,649.0,764.0,-36.0,92.0,0.0,0.0,0.0,0.0,422.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,603.0,-,-,-,-,-,-,-,1790.0,-,-,2864.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.51,27.84,45.18,92.4,18.03,61.02,12.11,24.74,14.26,14.46,1.72,61.74,
Occitanie,Données définitives,2022-02-02,16:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,16:30,5293.0,83.0,2421.0,960.0,471.0,869.0,0.0,90.0,0.0,0.0,0.0,0.0,399.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,582.0,-,-,-,-,-,-,-,1542.0,-,-,2863.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.57,28.52,45.74,92.4,18.14,60.64,8.9,17.96,16.42,16.45,1.7,60.4,
Occitanie,Données définitives,2022-02-02,16:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,17:00,5292.0,83.0,2421.0,913.0,274.0,900.0,0.0,91.0,0.0,0.0,0.0,0.0,610.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,557.0,-,-,-,-,-,-,-,1451.0,-,-,2968.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.57,28.52,45.75,92.4,17.25,57.68,5.18,10.45,17.01,17.04,1.72,61.07,
Occitanie,Données définitives,2022-02-02,17:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,17:30,5344.0,83.0,2420.0,897.0,100.0,1075.0,0.0,91.0,0.0,0.0,0.0,0.0,678.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,546.0,-,-,-,-,-,-,-,1281.0,-,-,3037.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.55,28.52,45.28,92.37,16.79,56.66,1.87,3.81,20.12,20.35,1.7,61.07,
Occitanie,Données définitives,2022-02-02,17:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,18:00,5558.0,83.0,2422.0,821.0,7.0,1999.0,0.0,92.0,0.0,0.0,0.0,0.0,133.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,574.0,-,-,-,-,-,-,-,1667.0,-,-,3104.0,-,-,ND,-,-,-,-,-,-,0.0,-,-,-,-,1.49,28.52,43.58,92.44,14.77,51.86,0.13,0.27,35.97,37.84,1.66,61.74,
Occitanie,Données définitives,2022-02-02,18:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,18:30,5980.0,84.0,2423.0,827.0,0.0,2677.0,0.0,92.0,0.0,0.0,0.0,0.0,-122.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,542.0,-,-,-,-,-,-,-,1919.0,-,-,3193.0,-,-,ND,-,-,-,-,-,-,39.0,-,-,-,-,1.4,28.87,40.52,92.48,13.83,52.24,0.0,0.0,44.77,50.67,1.54,61.74,
Occitanie,Données définitives,2022-02-02,18:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,19:00,6261.0,84.0,2424.0,831.0,0.0,3125.0,0.0,92.0,0.0,0.0,0.0,0.0,-295.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,538.0,-,-,-,-,-,-,-,2174.0,-,-,3177.0,-,-,ND,-,-,-,-,-,-,29.0,-,-,-,-,1.34,28.87,38.72,92.52,13.27,52.5,0.0,0.0,49.91,59.15,1.47,61.74,
Occitanie,Données définitives,2022-02-02,19:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,19:30,6280.0,84.0,2423.0,820.0,0.0,2955.0,0.0,95.0,0.0,0.0,0.0,0.0,-97.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,478.0,-,-,-,-,-,-,-,1734.0,-,-,3118.0,-,-,ND,-,-,-,-,-,-,1606.0,-,-,-,-,1.34,28.87,38.58,92.48,13.06,51.8,0.0,0.0,47.05,55.93,1.51,63.76,
Occitanie,Données définitives,2022-02-02,19:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,20:00,6152.0,84.0,2423.0,813.0,0.0,2571.0,0.0,94.0,0.0,0.0,0.0,0.0,166.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,443.0,-,-,-,-,-,-,-,1372.0,-,-,3211.0,-,-,ND,-,-,-,-,-,-,1827.0,-,-,-,-,1.37,28.87,39.39,92.48,13.22,51.36,0.0,0.0,41.79,48.67,1.53,63.09,
Occitanie,Données définitives,2022-02-02,20:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,20:30,5908.0,84.0,2425.0,757.0,0.0,2191.0,0.0,94.0,0.0,0.0,0.0,0.0,357.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,452.0,-,-,-,-,-,-,-,1168.0,-,-,3190.0,-,-,ND,-,-,-,-,-,-,1740.0,-,-,-,-,1.42,28.87,41.05,92.56,12.81,47.82,0.0,0.0,37.09,41.47,1.59,63.09,
Occitanie,Données définitives,2022-02-02,20:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,21:00,5769.0,84.0,2424.0,687.0,0.0,1472.0,0.0,95.0,0.0,0.0,0.0,0.0,1006.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,449.0,-,-,-,-,-,-,-,892.0,-,-,3153.0,-,-,ND,-,-,-,-,-,-,1738.0,-,-,-,-,1.46,28.87,42.02,92.52,11.91,43.4,0.0,0.0,25.52,27.86,1.65,63.76,
Occitanie,Données définitives,2022-02-02,21:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-02-02,21:30,5590.0,84.0,2425.0,649.0,0.0,885.0,0.0,93.0,0.0,0.0,0.0,0.0,1454.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,458.0,-,-,-,-,-,-,-,713.0,-,-,3174.0,-,-,ND,-,-,-,-,-,-,1592.0,-,-,-,-,1.5,28.87,43.38,92.56,11.61,41.0,0.0,0.0,15.83,16.75,1.66,62.42,
