Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Occitanie,Flux physiques de Bourgogne-Franche-Comté vers Occitanie,Flux physiques de Bretagne vers Occitanie,Flux physiques de Centre-Val de Loire vers Occitanie,Flux physiques de Grand-Est vers Occitanie,Flux physiques de Hauts-de-France vers Occitanie,Flux physiques d'Ile-de-France vers Occitanie,Flux physiques de Normandie vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques d'Occitanie vers Occitanie,Flux physiques de Pays-de-la-Loire vers Occitanie,Flux physiques de PACA vers Occitanie,Flux physiques de Occitanie vers Auvergne-Rhône-Alpes,Flux physiques de Occitanie vers Bourgogne-Franche-Comté,Flux physiques de Occitanie vers Bretagne,Flux physiques de Occitanie vers Centre-Val de Loire,Flux physiques de Occitanie vers Grand-Est,Flux physiques de Occitanie vers Hauts-de-France,Flux physiques de Occitanie vers Ile-de-France,Flux physiques de Occitanie vers Normandie,Flux physiques de Occitanie vers Nouvelle-Aquitaine,Flux physiques de Occitanie vers Occitanie,Flux physiques de Occitanie vers Pays-de-la-Loire,Flux physiques de Occitanie vers PACA,Flux physiques Allemagne vers Occitanie,Flux physiques Belgique vers Occitanie,Flux physiques Espagne vers Occitanie,Flux physiques Italie vers Occitanie,Flux physiques Luxembourg vers Occitanie,Flux physiques Royaume-Uni vers Occitanie,Flux physiques Suisse vers Occitanie,Flux physiques de Occitanie vers Allemagne,Flux physiques de Occitanie vers Belgique,Flux physiques de Occitanie vers Espagne,Flux physiques de Occitanie vers Italie,Flux physiques de Occitanie vers Luxembourg,Flux physiques de Occitanie vers Royaume-Uni,Flux physiques de Occitanie vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Occitanie,Données définitives,2022-01-01,19:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,19:30,5107.0,82.0,2552.0,45.0,0.0,2263.0,-17.0,91.0,0.0,0.0,0.0,0.0,90.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,323.0,-,-,-,-,-,-,-,631.0,-,-,3822.0,-,-,ND,-,-,-,-,-,-,2112.0,-,-,-,-,1.61,28.18,49.97,97.4,0.88,2.84,0.0,0.0,44.31,42.84,1.78,61.07,
Occitanie,Données définitives,2022-01-01,19:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,20:00,5074.0,82.0,2553.0,49.0,0.0,1973.0,-17.0,90.0,0.0,0.0,0.0,0.0,344.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,255.0,-,-,-,-,-,-,-,653.0,-,-,3708.0,-,-,ND,-,-,-,-,-,-,2150.0,-,-,-,-,1.62,28.18,50.32,97.44,0.97,3.1,0.0,0.0,38.88,37.35,1.77,60.4,
Occitanie,Données définitives,2022-01-01,20:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,20:30,4962.0,82.0,2555.0,49.0,0.0,1704.0,-17.0,92.0,0.0,0.0,0.0,0.0,497.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,211.0,-,-,-,-,-,-,-,611.0,-,-,3666.0,-,-,ND,-,-,-,-,-,-,2146.0,-,-,-,-,1.65,28.18,51.49,97.52,0.99,3.1,0.0,0.0,34.34,32.25,1.85,61.74,
Occitanie,Données définitives,2022-01-01,20:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,21:00,4879.0,82.0,2555.0,38.0,0.0,1462.0,-17.0,93.0,0.0,0.0,0.0,0.0,666.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,203.0,-,-,-,-,-,-,-,547.0,-,-,3616.0,-,-,ND,-,-,-,-,-,-,2182.0,-,-,-,-,1.68,28.18,52.37,97.52,0.78,2.4,0.0,0.0,29.97,27.67,1.91,62.42,
Occitanie,Données définitives,2022-01-01,21:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,21:30,4781.0,82.0,2557.0,32.0,0.0,1244.0,-434.0,93.0,0.0,0.0,0.0,0.0,1208.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,179.0,-,-,-,-,-,-,-,398.0,-,-,3525.0,-,-,ND,-,-,-,-,-,-,2038.0,-,-,-,-,1.72,28.18,53.48,97.6,0.67,2.02,0.0,0.0,26.02,23.55,1.95,62.42,
Occitanie,Données définitives,2022-01-01,21:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,22:00,4641.0,82.0,2561.0,17.0,0.0,1198.0,-434.0,91.0,0.0,0.0,0.0,0.0,1126.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,175.0,-,-,-,-,-,-,-,500.0,-,-,3440.0,-,-,ND,-,-,-,-,-,-,2167.0,-,-,-,-,1.77,28.18,55.18,97.75,0.37,1.07,0.0,0.0,25.81,22.68,1.96,61.07,
Occitanie,Données définitives,2022-01-01,22:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,22:30,4708.0,82.0,2563.0,15.0,0.0,1178.0,-433.0,92.0,0.0,0.0,0.0,0.0,1211.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,197.0,-,-,-,-,-,-,-,634.0,-,-,3459.0,-,-,ND,-,-,-,-,-,-,2091.0,-,-,-,-,1.74,28.18,54.44,97.82,0.32,0.95,0.0,0.0,25.02,22.3,1.95,61.74,
Occitanie,Données définitives,2022-01-01,22:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,23:00,5032.0,82.0,2564.0,19.0,0.0,1212.0,-433.0,93.0,0.0,0.0,0.0,0.0,1495.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,213.0,-,-,-,-,-,-,-,651.0,-,-,3578.0,-,-,ND,-,-,-,-,-,-,2110.0,-,-,-,-,1.63,28.18,50.95,97.86,0.38,1.2,0.0,0.0,24.09,22.94,1.85,62.42,
Occitanie,Données définitives,2022-01-01,23:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-01,23:30,4818.0,82.0,2566.0,22.0,0.0,1137.0,-433.0,92.0,0.0,0.0,0.0,0.0,1351.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,178.0,-,-,-,-,-,-,-,574.0,-,-,3928.0,-,-,ND,-,-,-,-,-,-,1900.0,-,-,-,-,1.7,28.18,53.26,97.94,0.46,1.39,0.0,0.0,23.6,21.52,1.91,61.74,
Occitanie,Données définitives,2022-01-01,23:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,00:00,4955.0,83.0,2565.0,29.0,0.0,1102.0,-426.0,92.0,0.0,0.0,0.0,0.0,1511.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,178.0,-,-,-,-,-,-,-,639.0,-,-,3745.0,-,-,ND,-,-,-,-,-,-,2061.0,-,-,-,-,1.68,28.52,51.77,97.9,0.59,1.83,0.0,0.0,22.24,20.86,1.86,61.74,
Occitanie,Données définitives,2022-01-02,00:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,00:30,4815.0,83.0,2565.0,32.0,0.0,1059.0,-460.0,92.0,0.0,0.0,0.0,0.0,1445.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,175.0,-,-,-,-,-,-,-,554.0,-,-,3700.0,-,-,ND,-,-,-,-,-,-,1947.0,-,-,-,-,1.72,28.52,53.27,97.9,0.66,2.02,0.0,0.0,21.99,20.05,1.91,61.74,
Occitanie,Données définitives,2022-01-02,00:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,01:00,4575.0,83.0,2566.0,43.0,0.0,1048.0,-460.0,90.0,0.0,0.0,0.0,0.0,1204.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,178.0,-,-,-,-,-,-,-,493.0,-,-,3576.0,-,-,ND,-,-,-,-,-,-,1974.0,-,-,-,-,1.81,28.52,56.09,97.94,0.94,2.72,0.0,0.0,22.91,19.84,1.97,60.4,
Occitanie,Données définitives,2022-01-02,01:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,01:30,4563.0,83.0,2568.0,53.0,0.0,1007.0,-872.0,77.0,0.0,0.0,0.0,0.0,1649.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,166.0,-,-,-,-,-,-,-,491.0,-,-,3646.0,-,-,ND,-,-,-,-,-,-,1892.0,-,-,-,-,1.82,28.52,56.28,98.02,1.16,3.35,0.0,0.0,22.07,19.06,1.69,51.68,
Occitanie,Données définitives,2022-01-02,01:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,02:00,4545.0,82.0,2568.0,56.0,0.0,989.0,-871.0,78.0,0.0,0.0,0.0,0.0,1644.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,176.0,-,-,-,-,-,-,-,462.0,-,-,3658.0,-,-,ND,-,-,-,-,-,-,1864.0,-,-,-,-,1.8,28.18,56.5,98.02,1.23,3.54,0.0,0.0,21.76,18.72,1.72,52.35,
Occitanie,Données définitives,2022-01-02,02:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,02:30,4502.0,83.0,2568.0,62.0,0.0,944.0,-872.0,76.0,0.0,0.0,0.0,0.0,1641.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,186.0,-,-,-,-,-,-,-,417.0,-,-,3838.0,-,-,ND,-,-,-,-,-,-,1893.0,-,-,-,-,1.84,28.52,57.04,98.02,1.38,3.92,0.0,0.0,20.97,17.87,1.69,51.01,
Occitanie,Données définitives,2022-01-02,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,03:00,4416.0,83.0,2569.0,71.0,0.0,944.0,-881.0,77.0,0.0,0.0,0.0,0.0,1554.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,174.0,-,-,-,-,-,-,-,412.0,-,-,3634.0,-,-,ND,-,-,-,-,-,-,1840.0,-,-,-,-,1.88,28.52,58.17,98.05,1.61,4.49,0.0,0.0,21.38,17.87,1.74,51.68,
Occitanie,Données définitives,2022-01-02,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,03:30,4310.0,83.0,2568.0,74.0,0.0,935.0,-882.0,76.0,0.0,0.0,0.0,0.0,1456.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,154.0,-,-,-,-,-,-,-,405.0,-,-,3565.0,-,-,ND,-,-,-,-,-,-,1836.0,-,-,-,-,1.93,28.52,59.58,98.02,1.72,4.67,0.0,0.0,21.69,17.7,1.76,51.01,
Occitanie,Données définitives,2022-01-02,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,04:00,4217.0,83.0,2571.0,69.0,0.0,925.0,-892.0,76.0,0.0,0.0,0.0,0.0,1386.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,152.0,-,-,-,-,-,-,-,393.0,-,-,3480.0,-,-,ND,-,-,-,-,-,-,1831.0,-,-,-,-,1.97,28.52,60.97,98.13,1.64,4.36,0.0,0.0,21.94,17.51,1.8,51.01,
Occitanie,Données définitives,2022-01-02,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,04:30,4122.0,83.0,2574.0,71.0,0.0,931.0,-903.0,75.0,0.0,0.0,0.0,0.0,1292.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,154.0,-,-,-,-,-,-,-,390.0,-,-,3451.0,-,-,ND,-,-,-,-,-,-,1848.0,-,-,-,-,2.01,28.52,62.45,98.24,1.72,4.49,0.0,0.0,22.59,17.62,1.82,50.34,
Occitanie,Données définitives,2022-01-02,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,05:00,4094.0,83.0,2573.0,82.0,0.0,936.0,-905.0,76.0,0.0,0.0,0.0,0.0,1249.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,146.0,-,-,-,-,-,-,-,381.0,-,-,3436.0,-,-,ND,-,-,-,-,-,-,1821.0,-,-,-,-,2.03,28.52,62.85,98.21,2.0,5.18,0.0,0.0,22.86,17.72,1.86,51.01,
Occitanie,Données définitives,2022-01-02,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,05:30,4092.0,83.0,2574.0,93.0,0.0,928.0,-905.0,75.0,0.0,0.0,0.0,0.0,1243.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,150.0,-,-,-,-,-,-,-,389.0,-,-,3466.0,-,-,ND,-,-,-,-,-,-,1829.0,-,-,-,-,2.03,28.52,62.9,98.24,2.27,5.87,0.0,0.0,22.68,17.57,1.83,50.34,
Occitanie,Données définitives,2022-01-02,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,06:00,4129.0,82.0,2573.0,101.0,0.0,929.0,-903.0,74.0,0.0,0.0,0.0,0.0,1272.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,145.0,-,-,-,-,-,-,-,410.0,-,-,3410.0,-,-,ND,-,-,-,-,-,-,1844.0,-,-,-,-,1.99,28.18,62.32,98.21,2.45,6.38,0.0,0.0,22.5,17.58,1.79,49.66,
Occitanie,Données définitives,2022-01-02,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,06:30,4240.0,83.0,2573.0,115.0,0.0,931.0,-904.0,75.0,0.0,0.0,0.0,0.0,1368.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,155.0,-,-,-,-,-,-,-,432.0,-,-,3427.0,-,-,ND,-,-,-,-,-,-,1882.0,-,-,-,-,1.96,28.52,60.68,98.21,2.71,7.26,0.0,0.0,21.96,17.62,1.77,50.34,
Occitanie,Données définitives,2022-01-02,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,07:00,4271.0,83.0,2572.0,121.0,0.0,933.0,-901.0,80.0,0.0,0.0,0.0,0.0,1384.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,167.0,-,-,-,-,-,-,-,431.0,-,-,3460.0,-,-,ND,-,-,-,-,-,-,1858.0,-,-,-,-,1.94,28.52,60.22,98.17,2.83,7.64,0.0,0.0,21.85,17.66,1.87,53.69,
Occitanie,Données définitives,2022-01-02,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,07:30,4368.0,83.0,2571.0,141.0,0.0,934.0,-876.0,83.0,0.0,0.0,0.0,0.0,1431.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,162.0,-,-,-,-,-,-,-,440.0,-,-,3457.0,-,-,ND,-,-,-,-,-,-,1818.0,-,-,-,-,1.9,28.52,58.86,98.13,3.23,8.91,0.0,0.0,21.38,17.68,1.9,55.7,
Occitanie,Données définitives,2022-01-02,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,08:00,4446.0,83.0,2570.0,162.0,1.0,929.0,-874.0,86.0,0.0,0.0,0.0,0.0,1490.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,166.0,-,-,-,-,-,-,-,435.0,-,-,3512.0,-,-,ND,-,-,-,-,-,-,1845.0,-,-,-,-,1.87,28.52,57.8,98.09,3.64,10.23,0.02,0.04,20.9,17.58,1.93,57.72,
Occitanie,Données définitives,2022-01-02,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,08:30,4485.0,82.0,2572.0,191.0,4.0,948.0,-863.0,85.0,0.0,0.0,0.0,0.0,1466.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,155.0,-,-,-,-,-,-,-,487.0,-,-,3516.0,-,-,ND,-,-,-,-,-,-,1930.0,-,-,-,-,1.83,28.18,57.35,98.17,4.26,12.07,0.09,0.15,21.14,17.94,1.9,57.05,
Occitanie,Données définitives,2022-01-02,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,09:00,4609.0,83.0,2572.0,179.0,30.0,956.0,-701.0,85.0,0.0,0.0,0.0,0.0,1406.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,170.0,-,-,-,-,-,-,-,462.0,-,-,3608.0,-,-,ND,-,-,-,-,-,-,1968.0,-,-,-,-,1.8,28.52,55.8,98.17,3.88,11.31,0.65,1.14,20.74,18.1,1.84,57.05,
Occitanie,Données définitives,2022-01-02,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,09:30,4771.0,82.0,2571.0,178.0,89.0,957.0,-657.0,87.0,0.0,0.0,0.0,0.0,1464.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,169.0,-,-,-,-,-,-,-,434.0,-,-,3650.0,-,-,ND,-,-,-,-,-,-,1957.0,-,-,-,-,1.72,28.18,53.89,98.13,3.73,11.24,1.87,3.39,20.06,18.11,1.82,58.39,
Occitanie,Données définitives,2022-01-02,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,10:00,4910.0,83.0,2572.0,201.0,215.0,965.0,-655.0,88.0,0.0,0.0,0.0,0.0,1441.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,173.0,-,-,-,-,-,-,-,423.0,-,-,3706.0,-,-,ND,-,-,-,-,-,-,1960.0,-,-,-,-,1.69,28.52,52.38,98.17,4.09,12.7,4.38,8.2,19.65,18.27,1.79,59.06,
Occitanie,Données définitives,2022-01-02,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,10:30,4986.0,82.0,2572.0,214.0,363.0,965.0,-656.0,88.0,0.0,0.0,0.0,0.0,1359.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,165.0,-,-,-,-,-,-,-,469.0,-,-,3698.0,-,-,ND,-,-,-,-,-,-,1891.0,-,-,-,-,1.64,28.18,51.58,98.17,4.29,13.52,7.28,13.84,19.35,18.27,1.76,59.06,
Occitanie,Données définitives,2022-01-02,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,11:00,5017.0,82.0,2572.0,196.0,490.0,975.0,-656.0,86.0,0.0,0.0,0.0,0.0,1272.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,191.0,-,-,-,-,-,-,-,461.0,-,-,3749.0,-,-,ND,-,-,-,-,-,-,1924.0,-,-,-,-,1.63,28.18,51.27,98.17,3.91,12.38,9.77,18.68,19.43,18.46,1.71,57.72,
Occitanie,Données définitives,2022-01-02,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,11:30,5048.0,82.0,2571.0,174.0,589.0,1001.0,-655.0,88.0,0.0,0.0,0.0,0.0,1199.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,193.0,-,-,-,-,-,-,-,441.0,-,-,3798.0,-,-,ND,-,-,-,-,-,-,1862.0,-,-,-,-,1.62,28.18,50.93,98.13,3.45,10.99,11.67,22.46,19.83,18.95,1.74,59.06,
Occitanie,Données définitives,2022-01-02,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,12:00,5160.0,82.0,2569.0,171.0,608.0,998.0,-654.0,88.0,0.0,0.0,0.0,0.0,1298.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,200.0,-,-,-,-,-,-,-,402.0,-,-,3931.0,-,-,ND,-,-,-,-,-,-,1814.0,-,-,-,-,1.59,28.18,49.79,98.05,3.31,10.8,11.78,23.18,19.34,18.89,1.71,59.06,
Occitanie,Données définitives,2022-01-02,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,12:30,5356.0,82.0,2568.0,172.0,611.0,995.0,-857.0,90.0,0.0,0.0,0.0,0.0,1693.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,187.0,-,-,-,-,-,-,-,348.0,-,-,4009.0,-,-,ND,-,-,-,-,-,-,1818.0,-,-,-,-,1.53,28.18,47.95,98.02,3.21,10.87,11.41,23.29,18.58,18.83,1.68,60.4,
Occitanie,Données définitives,2022-01-02,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,13:00,5403.0,82.0,2568.0,206.0,598.0,999.0,-857.0,88.0,0.0,0.0,0.0,0.0,1718.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,177.0,-,-,-,-,-,-,-,342.0,-,-,3959.0,-,-,ND,-,-,-,-,-,-,1887.0,-,-,-,-,1.52,28.18,47.53,98.02,3.81,13.01,11.07,22.8,18.49,18.91,1.63,59.06,
Occitanie,Données définitives,2022-01-02,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,13:30,5203.0,82.0,2565.0,246.0,592.0,982.0,-856.0,83.0,0.0,0.0,0.0,0.0,1510.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,175.0,-,-,-,-,-,-,-,273.0,-,-,4024.0,-,-,ND,-,-,-,-,-,-,1853.0,-,-,-,-,1.58,28.18,49.3,97.9,4.73,15.54,11.38,22.57,18.87,18.59,1.6,55.7,
Occitanie,Données définitives,2022-01-02,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Occitanie,Données définitives,2022-01-02,14:00,5063.0,82.0,2562.0,285.0,575.0,959.0,-856.0,83.0,0.0,0.0,0.0,0.0,1373.0,ND,-,-,-,-,-,-,-,ND,-,-,ND,181.0,-,-,-,-,-,-,-,264.0,-,-,3909.0,-,-,ND,-,-,-,-,-,-,1898.0,-,-,-,-,1.62,28.18,50.6,97.79,5.63,18.0,11.36,21.92,18.94,18.15,1.64,55.7,
Occitanie,Données définitives,2022-01-02,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,,-,-,,,-,-,,-,-,-,-,,-,-,,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
