Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Pays-de-la-Loire,Flux physiques de Bourgogne-Franche-Comté vers Pays-de-la-Loire,Flux physiques de Bretagne vers Pays-de-la-Loire,Flux physiques de Centre-Val de Loire vers Pays-de-la-Loire,Flux physiques de Grand-Est vers Pays-de-la-Loire,Flux physiques de Hauts-de-France vers Pays-de-la-Loire,Flux physiques d'Ile-de-France vers Pays-de-la-Loire,Flux physiques de Normandie vers Pays-de-la-Loire,Flux physiques de Nouvelle-Aquitaine vers Pays-de-la-Loire,Flux physiques d'Occitanie vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Pays-de-la-Loire,Flux physiques de PACA vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Auvergne-Rhône-Alpes,Flux physiques de Pays-de-la-Loire vers Bourgogne-Franche-Comté,Flux physiques de Pays-de-la-Loire vers Bretagne,Flux physiques de Pays-de-la-Loire vers Centre-Val de Loire,Flux physiques de Pays-de-la-Loire vers Grand-Est,Flux physiques de Pays-de-la-Loire vers Hauts-de-France,Flux physiques de Pays-de-la-Loire vers Ile-de-France,Flux physiques de Pays-de-la-Loire vers Normandie,Flux physiques de Pays-de-la-Loire vers Nouvelle-Aquitaine,Flux physiques de Pays-de-la-Loire vers Occitanie,Flux physiques de Pays-de-la-Loire vers Pays-de-la-Loire.1,Flux physiques de Pays-de-la-Loire vers PACA,Flux physiques Allemagne vers Pays-de-la-Loire,Flux physiques Belgique vers Pays-de-la-Loire,Flux physiques Espagne vers Pays-de-la-Loire,Flux physiques Italie vers Pays-de-la-Loire,Flux physiques Luxembourg vers Pays-de-la-Loire,Flux physiques Royaume-Uni vers Pays-de-la-Loire,Flux physiques Suisse vers Pays-de-la-Loire,Flux physiques de Pays-de-la-Loire vers Allemagne,Flux physiques de Pays-de-la-Loire vers Belgique,Flux physiques de Pays-de-la-Loire vers Espagne,Flux physiques de Pays-de-la-Loire vers Italie,Flux physiques de Pays-de-la-Loire vers Luxembourg,Flux physiques de Pays-de-la-Loire vers Royaume-Uni,Flux physiques de Pays-de-la-Loire vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Pays-de-la-Loire,Données définitives,2023-04-04,11:00,3732.0,88.0,0.0,324.0,561.0,6.0,0.0,51.0,0.0,0.0,0.0,0.0,2702.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2193.0,191.0,-,-,-,109.0,51.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.36,4.37,0.0,-,8.68,18.77,15.03,60.98,0.16,60.0,1.37,62.2,
Pays-de-la-Loire,Données définitives,2023-04-04,11:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,11:30,3724.0,87.0,0.0,395.0,642.0,6.0,0.0,56.0,0.0,0.0,0.0,0.0,2538.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2231.0,228.0,-,-,-,160.0,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.34,4.32,0.0,-,10.61,22.89,17.24,69.78,0.16,60.0,1.5,68.29,
Pays-de-la-Loire,Données définitives,2023-04-04,11:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,12:00,3643.0,87.0,0.0,449.0,703.0,6.0,0.0,56.0,0.0,0.0,0.0,0.0,2342.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2323.0,305.0,-,-,-,407.0,71.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.39,4.32,0.0,-,12.33,26.01,19.3,76.41,0.16,60.0,1.54,68.29,
Pays-de-la-Loire,Données définitives,2023-04-04,12:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,12:30,3618.0,83.0,0.0,512.0,746.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,2214.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2195.0,317.0,-,-,-,433.0,82.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.29,4.12,0.0,-,14.15,29.66,20.62,81.09,0.17,60.0,1.6,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,12:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,13:00,3514.0,82.0,0.0,488.0,775.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,2106.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2127.0,340.0,-,-,-,500.0,88.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.33,4.07,0.0,-,13.89,28.27,22.05,84.24,0.17,60.0,1.65,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,13:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,13:30,3492.0,83.0,0.0,424.0,792.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,2130.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2060.0,329.0,-,-,-,479.0,85.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.38,4.12,0.0,-,12.14,24.57,22.68,86.09,0.17,60.0,1.66,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,13:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,14:00,3429.0,78.0,0.0,383.0,798.0,6.0,0.0,55.0,0.0,0.0,0.0,0.0,2110.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2074.0,328.0,-,-,-,476.0,80.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.27,3.87,0.0,-,11.17,22.19,23.27,86.74,0.17,60.0,1.6,67.07,
Pays-de-la-Loire,Données définitives,2023-04-04,14:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,14:30,3395.0,82.0,0.0,351.0,794.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,2105.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2047.0,318.0,-,-,-,456.0,78.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.42,4.07,0.0,-,10.34,20.34,23.39,86.3,0.18,60.0,1.68,69.51,
Pays-de-la-Loire,Données définitives,2023-04-04,14:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,15:00,3367.0,81.0,0.0,268.0,782.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,2174.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2004.0,297.0,-,-,-,427.0,76.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.41,4.02,0.0,-,7.96,15.53,23.23,85.0,0.18,60.0,1.69,69.51,
Pays-de-la-Loire,Données définitives,2023-04-04,15:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,15:30,3268.0,75.0,0.0,207.0,759.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,2163.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1961.0,280.0,-,-,-,395.0,72.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.29,3.73,0.0,-,6.33,11.99,23.23,82.5,0.18,60.0,1.77,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,15:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,16:00,3187.0,70.0,0.0,173.0,726.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,2154.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2017.0,344.0,-,-,-,374.0,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,3.48,0.0,-,5.43,10.02,22.78,78.91,0.19,60.0,1.82,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,16:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,16:30,3084.0,82.0,0.0,154.0,677.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,2107.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2028.0,426.0,-,-,-,401.0,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.66,4.07,0.0,-,4.99,8.92,21.95,73.59,0.19,60.0,1.91,71.95,
Pays-de-la-Loire,Données définitives,2023-04-04,16:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,17:00,3049.0,79.0,0.0,165.0,611.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,2131.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1978.0,403.0,-,-,-,322.0,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.59,3.92,0.0,-,5.41,9.56,20.04,66.41,0.2,60.0,1.87,69.51,
Pays-de-la-Loire,Données définitives,2023-04-04,17:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,17:30,2988.0,73.0,0.0,179.0,532.0,6.0,0.0,60.0,0.0,0.0,0.0,0.0,2138.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1968.0,398.0,-,-,-,302.0,57.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.44,3.63,0.0,-,5.99,10.37,17.8,57.83,0.2,60.0,2.01,73.17,
Pays-de-la-Loire,Données définitives,2023-04-04,17:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,18:00,3020.0,74.0,0.0,175.0,439.0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,2267.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1988.0,325.0,-,-,-,105.0,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.45,3.68,0.0,-,5.79,10.14,14.54,47.72,0.17,50.0,1.99,73.17,
Pays-de-la-Loire,Données définitives,2023-04-04,18:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,18:30,3063.0,70.0,0.0,170.0,335.0,5.0,0.0,59.0,0.0,0.0,0.0,0.0,2423.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1920.0,287.0,-,-,-,87.0,49.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.29,3.48,0.0,-,5.55,9.85,10.94,36.41,0.16,50.0,1.93,71.95,
Pays-de-la-Loire,Données définitives,2023-04-04,18:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,19:00,3149.0,70.0,0.0,161.0,226.0,5.0,0.0,60.0,0.0,0.0,0.0,0.0,2626.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1759.0,225.0,-,-,-,59.0,54.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.22,3.48,0.0,-,5.11,9.33,7.18,24.57,0.16,50.0,1.91,73.17,
Pays-de-la-Loire,Données définitives,2023-04-04,19:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,19:30,3123.0,70.0,0.0,135.0,123.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,2732.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1797.0,204.0,-,-,-,49.0,55.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.24,3.48,0.0,-,4.32,7.82,3.94,13.37,0.16,50.0,1.86,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,19:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,20:00,3109.0,71.0,0.0,139.0,45.0,5.0,0.0,59.0,0.0,0.0,0.0,0.0,2789.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1841.0,166.0,-,-,-,50.0,53.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.28,3.53,0.0,-,4.47,8.05,1.45,4.89,0.16,50.0,1.9,71.95,
Pays-de-la-Loire,Données définitives,2023-04-04,20:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,20:30,3074.0,55.0,0.0,108.0,8.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,2841.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1794.0,147.0,-,-,-,50.0,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.79,2.73,0.0,-,3.51,6.26,0.26,0.87,0.16,50.0,1.89,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,20:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,21:00,3029.0,54.0,0.0,105.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,2807.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1853.0,175.0,-,-,-,56.0,58.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.78,2.68,0.0,-,3.47,6.08,0.0,0.0,0.17,50.0,1.91,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,21:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,21:30,2958.0,54.0,0.0,161.0,0.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,2682.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1927.0,167.0,-,-,-,54.0,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.83,2.68,0.0,-,5.44,9.33,0.0,0.0,0.17,50.0,1.89,68.29,
Pays-de-la-Loire,Données définitives,2023-04-04,21:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,22:00,2963.0,54.0,0.0,166.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,2680.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1877.0,150.0,-,-,-,52.0,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.82,2.68,0.0,-,5.6,9.62,0.0,0.0,0.17,50.0,1.96,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,22:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,22:30,3304.0,49.0,0.0,169.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,3023.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,2009.0,118.0,-,-,-,53.0,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.48,2.43,0.0,-,5.12,9.79,0.0,0.0,0.15,50.0,1.76,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,22:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,23:00,3308.0,52.0,0.0,170.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,3024.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1850.0,102.0,-,-,-,54.0,69.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.57,2.58,0.0,-,5.14,9.85,0.0,0.0,0.15,50.0,1.75,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,23:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-04,23:30,3278.0,51.0,0.0,131.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,3032.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1976.0,77.0,-,-,-,52.0,68.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.56,2.53,0.0,-,4.0,7.59,0.0,0.0,0.15,50.0,1.77,70.73,
Pays-de-la-Loire,Données définitives,2023-04-04,23:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,00:00,3280.0,49.0,0.0,117.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,3050.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1976.0,72.0,-,-,-,50.0,68.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.49,2.43,0.0,-,3.57,6.78,0.0,0.0,0.15,50.0,1.77,70.73,
Pays-de-la-Loire,Données définitives,2023-04-05,00:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,00:30,3176.0,50.0,0.0,97.0,0.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,2966.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1831.0,88.0,-,-,-,51.0,63.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.57,2.48,0.0,-,3.05,5.62,0.0,0.0,0.16,50.0,1.83,70.73,
Pays-de-la-Loire,Données définitives,2023-04-05,00:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,01:00,3106.0,49.0,0.0,70.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,2927.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1718.0,78.0,-,-,-,50.0,68.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.58,2.43,0.0,-,2.25,4.06,0.0,0.0,0.16,50.0,1.77,67.07,
Pays-de-la-Loire,Données définitives,2023-04-05,01:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,01:30,3157.0,48.0,0.0,63.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,2986.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1781.0,83.0,-,-,-,50.0,62.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.52,2.38,0.0,-,2.0,3.65,0.0,0.0,0.16,50.0,1.74,67.07,
Pays-de-la-Loire,Données définitives,2023-04-05,01:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,02:00,3148.0,49.0,0.0,78.0,0.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,2962.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1828.0,74.0,-,-,-,52.0,75.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.56,2.43,0.0,-,2.48,4.52,0.0,0.0,0.16,50.0,1.72,65.85,
Pays-de-la-Loire,Données définitives,2023-04-05,02:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,02:30,3072.0,53.0,0.0,80.0,0.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,2878.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1793.0,70.0,-,-,-,54.0,87.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.73,2.63,0.0,-,2.6,4.63,0.0,0.0,0.16,50.0,1.82,68.29,
Pays-de-la-Loire,Données définitives,2023-04-05,02:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,03:00,2992.0,54.0,0.0,83.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,2794.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1702.0,73.0,-,-,-,54.0,80.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,2.68,0.0,-,2.77,4.81,0.0,0.0,0.17,50.0,1.91,69.51,
Pays-de-la-Loire,Données définitives,2023-04-05,03:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,03:30,2955.0,54.0,0.0,78.0,0.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,2762.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1662.0,82.0,-,-,-,52.0,76.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.83,2.68,0.0,-,2.64,4.52,0.0,0.0,0.17,50.0,1.9,68.29,
Pays-de-la-Loire,Données définitives,2023-04-05,03:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,04:00,2976.0,53.0,0.0,70.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,2792.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1694.0,66.0,-,-,-,52.0,77.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.78,2.63,0.0,-,2.35,4.06,0.0,0.0,0.17,50.0,1.92,69.51,
Pays-de-la-Loire,Données définitives,2023-04-05,04:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,04:30,2969.0,53.0,0.0,55.0,0.0,5.0,0.0,56.0,0.0,0.0,0.0,0.0,2800.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1720.0,70.0,-,-,-,51.0,70.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.79,2.63,0.0,-,1.85,3.19,0.0,0.0,0.17,50.0,1.89,68.29,
Pays-de-la-Loire,Données définitives,2023-04-05,04:45,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Pays-de-la-Loire,Données définitives,2023-04-05,05:00,3091.0,54.0,0.0,48.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,2929.0,-,-,ND,ND,-,-,-,ND,ND,-,-,-,-,-,1778.0,58.0,-,-,-,52.0,76.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.75,2.68,0.0,-,1.55,2.78,0.0,0.0,0.16,50.0,1.78,67.07,
Pays-de-la-Loire,Données définitives,2023-04-05,05:15,,,,,,,,,,,,,,-,-,,,-,-,-,,,-,-,-,-,-,,,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
