Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Bretagne,Flux physiques de Bourgogne-Franche-Comté vers Bretagne,Flux physiques de Bretagne vers Bretagne,Flux physiques de Centre-Val de Loire vers Bretagne,Flux physiques de Grand-Est vers Bretagne,Flux physiques de Hauts-de-France vers Bretagne,Flux physiques d'Ile-de-France vers Bretagne,Flux physiques de Normandie vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques d'Occitanie vers Bretagne,Flux physiques de Pays-de-la-Loire vers Bretagne,Flux physiques de PACA vers Bretagne,Flux physiques de Bretagne vers Auvergne-Rhône-Alpes,Flux physiques de Bretagne vers Bourgogne-Franche-Comté,Flux physiques de Bretagne vers Bretagne.1,Flux physiques de Bretagne vers Centre-Val de Loire,Flux physiques de Bretagne vers Grand-Est,Flux physiques de Bretagne vers Hauts-de-France,Flux physiques de Bretagne vers Ile-de-France,Flux physiques de Bretagne vers Normandie,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Occitanie,Flux physiques de Bretagne vers Pays-de-la-Loire,Flux physiques de Bretagne vers PACA,Flux physiques Allemagne vers Bretagne,Flux physiques Belgique vers Bretagne,Flux physiques Espagne vers Bretagne,Flux physiques Italie vers Bretagne,Flux physiques Luxembourg vers Bretagne,Flux physiques Royaume-Uni vers Bretagne,Flux physiques Suisse vers Bretagne,Flux physiques de Bretagne vers Allemagne,Flux physiques de Bretagne vers Belgique,Flux physiques de Bretagne vers Espagne,Flux physiques de Bretagne vers Italie,Flux physiques de Bretagne vers Luxembourg,Flux physiques de Bretagne vers Royaume-Uni,Flux physiques de Bretagne vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Bretagne,Données définitives,2021-12-22,05:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,06:00,3731.0,432.0,0.0,233.0,0.0,5.0,-1.0,50.0,0,0,0,0,3012.0,-,-,-,-,-,-,-,1546,-,-,2302,-,-,-,-,-,-,-,-,0,-,-,836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.58,29.69,0.0,-,6.24,20.88,0.0,0.0,0.13,1.82,1.34,61.73,
Bretagne,Données définitives,2021-12-22,06:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,06:30,3971.0,606.0,0.0,240.0,0.0,5.0,-1.0,50.0,0,0,0,0,3071.0,-,-,-,-,-,-,-,1549,-,-,2361,-,-,-,-,-,-,-,-,0,-,-,839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.26,41.65,0.0,-,6.04,21.51,0.0,0.0,0.13,1.82,1.26,61.73,
Bretagne,Données définitives,2021-12-22,06:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,07:00,4078.0,630.0,0.0,234.0,0.0,8.0,-1.0,50.0,0,0,0,0,3157.0,-,-,-,-,-,-,-,1586,-,-,2428,-,-,-,-,-,-,-,-,0,-,-,857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.45,43.3,0.0,-,5.74,20.97,0.0,0.0,0.2,2.91,1.23,61.73,
Bretagne,Données définitives,2021-12-22,07:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,07:30,4250.0,638.0,0.0,247.0,0.0,4.0,-1.0,50.0,0,0,0,0,3312.0,-,-,-,-,-,-,-,1621,-,-,2568,-,-,-,-,-,-,-,-,0,-,-,878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.01,43.85,0.0,-,5.81,22.13,0.0,0.0,0.09,1.45,1.18,61.73,
Bretagne,Données définitives,2021-12-22,07:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,08:00,4353.0,638.0,0.0,270.0,0.0,8.0,-1.0,49.0,0,0,0,0,3389.0,-,-,-,-,-,-,-,1630,-,-,2640,-,-,-,-,-,-,-,-,0,-,-,881,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.66,43.85,0.0,-,6.2,24.19,0.0,0.0,0.18,2.91,1.13,60.49,
Bretagne,Données définitives,2021-12-22,08:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,08:30,4492.0,744.0,0.0,274.0,0.0,10.0,-1.0,50.0,0,0,0,0,3415.0,-,-,-,-,-,-,-,1708,-,-,2647,-,-,-,-,-,-,-,-,0,-,-,940,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.56,51.13,0.0,-,6.1,24.55,0.0,0.0,0.22,3.64,1.11,61.73,
Bretagne,Données définitives,2021-12-22,08:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,09:00,4531.0,715.0,0.0,277.0,0.0,14.0,-27.0,49.0,0,0,0,0,3502.0,-,-,-,-,-,-,-,1735,-,-,2701,-,-,-,-,-,-,-,-,0,-,-,934,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.78,49.14,0.0,-,6.11,24.82,0.0,0.0,0.31,5.09,1.08,60.49,
Bretagne,Données définitives,2021-12-22,09:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,09:30,4554.0,711.0,0.0,275.0,3.0,15.0,-51.0,48.0,0,0,0,0,3552.0,-,-,-,-,-,-,-,1720,-,-,2734,-,-,-,-,-,-,-,-,0,-,-,903,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.61,48.87,0.0,-,6.04,24.64,0.07,0.96,0.33,5.45,1.05,59.26,
Bretagne,Données définitives,2021-12-22,09:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,10:00,4548.0,716.0,0.0,283.0,12.0,15.0,-57.0,50.0,0,0,0,0,3528.0,-,-,-,-,-,-,-,1664,-,-,2715,-,-,-,-,-,-,-,-,0,-,-,851,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.74,49.21,0.0,-,6.22,25.36,0.26,3.86,0.33,5.45,1.1,61.73,
Bretagne,Données définitives,2021-12-22,10:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,10:30,4564.0,716.0,0.0,280.0,21.0,15.0,-56.0,49.0,0,0,0,0,3539.0,-,-,-,-,-,-,-,1548,-,-,2750,-,-,-,-,-,-,-,-,0,-,-,759,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.69,49.21,0.0,-,6.13,25.09,0.46,6.75,0.33,5.45,1.07,60.49,
Bretagne,Données définitives,2021-12-22,10:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,11:00,4547.0,715.0,0.0,289.0,31.0,15.0,-53.0,51.0,0,0,0,0,3499.0,-,-,-,-,-,-,-,1501,-,-,2700,-,-,-,-,-,-,-,-,0,-,-,702,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.72,49.14,0.0,-,6.36,25.9,0.68,9.97,0.33,5.45,1.12,62.96,
Bretagne,Données définitives,2021-12-22,11:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,11:30,4549.0,717.0,0.0,265.0,41.0,8.0,-1.0,52.0,0,0,0,0,3467.0,-,-,-,-,-,-,-,1479,-,-,2684,-,-,-,-,-,-,-,-,0,-,-,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.76,49.28,0.0,-,5.83,23.75,0.9,13.18,0.18,2.91,1.14,64.2,
Bretagne,Données définitives,2021-12-22,11:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,12:00,4569.0,722.0,0.0,266.0,54.0,8.0,-1.0,51.0,0,0,0,0,3469.0,-,-,-,-,-,-,-,1456,-,-,2688,-,-,-,-,-,-,-,-,0,-,-,674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.8,49.62,0.0,-,5.82,23.84,1.18,17.36,0.18,2.91,1.12,62.96,
Bretagne,Données définitives,2021-12-22,12:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,12:30,4613.0,720.0,0.0,232.0,58.0,116.0,-1.0,52.0,0,0,0,0,3436.0,-,-,-,-,-,-,-,1401,-,-,2686,-,-,-,-,-,-,-,-,0,-,-,651,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.61,49.48,0.0,-,5.03,20.79,1.26,18.65,2.51,42.18,1.13,64.2,
Bretagne,Données définitives,2021-12-22,12:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,13:00,4625.0,720.0,0.0,219.0,62.0,180.0,-1.0,52.0,0,0,0,0,3392.0,-,-,-,-,-,-,-,1380,-,-,2648,-,-,-,-,-,-,-,-,0,-,-,636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.57,49.48,0.0,-,4.74,19.62,1.34,19.94,3.89,65.45,1.12,64.2,
Bretagne,Données définitives,2021-12-22,13:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,13:30,4423.0,720.0,0.0,188.0,65.0,209.0,-1.0,49.0,0,0,0,0,3193.0,-,-,-,-,-,-,-,1302,-,-,2492,-,-,-,-,-,-,-,-,0,-,-,602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.28,49.48,0.0,-,4.25,16.85,1.47,20.9,4.73,76.0,1.11,60.49,
Bretagne,Données définitives,2021-12-22,13:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,14:00,4337.0,720.0,0.0,195.0,65.0,226.0,-1.0,48.0,0,0,0,0,3084.0,-,-,-,-,-,-,-,1276,-,-,2413,-,-,-,-,-,-,-,-,0,-,-,605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.6,49.48,0.0,-,4.5,17.47,1.5,20.9,5.21,82.18,1.11,59.26,
Bretagne,Données définitives,2021-12-22,14:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,14:30,4229.0,719.0,0.0,214.0,60.0,230.0,-1.0,48.0,0,0,0,0,2959.0,-,-,-,-,-,-,-,1267,-,-,2318,-,-,-,-,-,-,-,-,0,-,-,626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,49.42,0.0,-,5.06,19.18,1.42,19.29,5.44,83.64,1.14,59.26,
Bretagne,Données définitives,2021-12-22,14:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,15:00,4134.0,716.0,0.0,212.0,51.0,226.0,-1.0,49.0,0,0,0,0,2882.0,-,-,-,-,-,-,-,1259,-,-,2245,-,-,-,-,-,-,-,-,0,-,-,622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.32,49.21,0.0,-,5.13,19.0,1.23,16.4,5.47,82.18,1.19,60.49,
Bretagne,Données définitives,2021-12-22,15:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,15:30,4049.0,717.0,0.0,218.0,40.0,225.0,-1.0,51.0,0,0,0,0,2800.0,-,-,-,-,-,-,-,1197,-,-,2199,-,-,-,-,-,-,-,-,0,-,-,597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.71,49.28,0.0,-,5.38,19.53,0.99,12.86,5.56,81.82,1.26,62.96,
Bretagne,Données définitives,2021-12-22,15:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,16:00,4045.0,718.0,0.0,214.0,27.0,210.0,-1.0,53.0,0,0,0,0,2824.0,-,-,-,-,-,-,-,1210,-,-,2221,-,-,-,-,-,-,-,-,0,-,-,606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.75,49.35,0.0,-,5.29,19.18,0.67,8.68,5.19,76.36,1.31,65.43,
Bretagne,Données définitives,2021-12-22,16:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,16:30,4046.0,718.0,0.0,248.0,15.0,168.0,-1.0,53.0,0,0,0,0,2845.0,-,-,-,-,-,-,-,1232,-,-,2212,-,-,-,-,-,-,-,-,0,-,-,599,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.75,49.35,0.0,-,6.13,22.22,0.37,4.82,4.15,61.09,1.31,65.43,
Bretagne,Données définitives,2021-12-22,16:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,17:00,4079.0,720.0,0.0,251.0,4.0,111.0,-1.0,52.0,0,0,0,0,2942.0,-,-,-,-,-,-,-,1255,-,-,2260,-,-,-,-,-,-,-,-,0,-,-,573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.65,49.48,0.0,-,6.15,22.49,0.1,1.29,2.72,40.36,1.27,64.2,
Bretagne,Données définitives,2021-12-22,17:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,17:30,4168.0,721.0,0.0,269.0,0.0,58.0,-1.0,52.0,0,0,0,0,3069.0,-,-,-,-,-,-,-,1269,-,-,2359,-,-,-,-,-,-,-,-,0,-,-,558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.3,49.55,0.0,-,6.45,24.1,0.0,0.0,1.39,21.09,1.25,64.2,
Bretagne,Données définitives,2021-12-22,17:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,18:00,4343.0,722.0,0.0,283.0,0.0,12.0,-3.0,51.0,0,0,0,0,3277.0,-,-,-,-,-,-,-,1386,-,-,2506,-,-,-,-,-,-,-,-,0,-,-,615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.62,49.62,0.0,-,6.52,25.36,0.0,0.0,0.28,4.36,1.17,62.96,
Bretagne,Données définitives,2021-12-22,18:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,18:30,4372.0,609.0,0.0,306.0,0.0,15.0,-1.0,51.0,0,0,0,0,3392.0,-,-,-,-,-,-,-,1485,-,-,2600,-,-,-,-,-,-,-,-,0,-,-,693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.93,41.86,0.0,-,7.0,27.42,0.0,0.0,0.34,5.45,1.17,62.96,
Bretagne,Données définitives,2021-12-22,18:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,19:00,4467.0,611.0,0.0,314.0,0.0,15.0,-1.0,51.0,0,0,0,0,3478.0,-,-,-,-,-,-,-,1504,-,-,2687,-,-,-,-,-,-,-,-,0,-,-,713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.68,41.99,0.0,-,7.03,28.14,0.0,0.0,0.34,5.45,1.14,62.96,
Bretagne,Données définitives,2021-12-22,19:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,19:30,4378.0,612.0,0.0,313.0,0.0,15.0,-1.0,52.0,0,0,0,0,3386.0,-,-,-,-,-,-,-,1472,-,-,2601,-,-,-,-,-,-,-,-,0,-,-,687,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.98,42.06,0.0,-,7.15,28.05,0.0,0.0,0.34,5.45,1.19,64.2,
Bretagne,Données définitives,2021-12-22,19:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,20:00,4253.0,610.0,0.0,313.0,0.0,15.0,-1.0,52.0,0,0,0,0,3265.0,-,-,-,-,-,-,-,1421,-,-,2499,-,-,-,-,-,-,-,-,0,-,-,656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.34,41.92,0.0,-,7.36,28.05,0.0,0.0,0.35,5.45,1.22,64.2,
Bretagne,Données définitives,2021-12-22,20:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,20:30,4137.0,612.0,0.0,335.0,0.0,8.0,-1.0,52.0,0,0,0,0,3131.0,-,-,-,-,-,-,-,1372,-,-,2396,-,-,-,-,-,-,-,-,0,-,-,637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.79,42.06,0.0,-,8.1,30.02,0.0,0.0,0.19,2.91,1.26,64.2,
Bretagne,Données définitives,2021-12-22,20:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,21:00,4008.0,608.0,0.0,333.0,0.0,8.0,-1.0,52.0,0,0,0,0,3008.0,-,-,-,-,-,-,-,1366,-,-,2274,-,-,-,-,-,-,-,-,0,-,-,632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.17,41.79,0.0,-,8.31,29.84,0.0,0.0,0.2,2.91,1.3,64.2,
Bretagne,Données définitives,2021-12-22,21:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,21:30,3891.0,609.0,0.0,345.0,0.0,8.0,-42.0,51.0,0,0,0,0,2919.0,-,-,-,-,-,-,-,1295,-,-,2197,-,-,-,-,-,-,-,-,0,-,-,573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.65,41.86,0.0,-,8.87,30.91,0.0,0.0,0.21,2.91,1.31,62.96,
Bretagne,Données définitives,2021-12-22,21:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,22:00,3920.0,610.0,0.0,343.0,0.0,8.0,-54.0,51.0,0,0,0,0,2962.0,-,-,-,-,-,-,-,1272,-,-,2255,-,-,-,-,-,-,-,-,0,-,-,566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.56,41.92,0.0,-,8.75,30.73,0.0,0.0,0.2,2.91,1.3,62.96,
Bretagne,Données définitives,2021-12-22,22:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,22:30,3877.0,609.0,0.0,299.0,0.0,8.0,-56.0,51.0,0,0,0,0,2966.0,-,-,-,-,-,-,-,1258,-,-,2241,-,-,-,-,-,-,-,-,0,-,-,533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.71,41.86,0.0,-,7.71,26.79,0.0,0.0,0.21,2.91,1.32,62.96,
Bretagne,Données définitives,2021-12-22,22:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,23:00,4019.0,615.0,0.0,297.0,0.0,8.0,-57.0,51.0,0,0,0,0,3104.0,-,-,-,-,-,-,-,1369,-,-,2360,-,-,-,-,-,-,-,-,0,-,-,625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.3,42.27,0.0,-,7.39,26.61,0.0,0.0,0.2,2.91,1.27,62.96,
Bretagne,Données définitives,2021-12-22,23:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-22,23:30,3878.0,609.0,0.0,277.0,0.0,8.0,-41.0,52.0,0,0,0,0,2973.0,-,-,-,-,-,-,-,1383,-,-,2237,-,-,-,-,-,-,-,-,0,-,-,647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.7,41.86,0.0,-,7.14,24.82,0.0,0.0,0.21,2.91,1.34,64.2,
Bretagne,Données définitives,2021-12-22,23:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-23,00:00,4065.0,610.0,0.0,277.0,0.0,8.0,-1.0,51.0,0,0,0,0,3119.0,-,-,-,-,-,-,-,1412,-,-,2393,-,-,-,-,-,-,-,-,0,-,-,685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.01,41.92,0.0,-,6.81,24.82,0.0,0.0,0.2,2.91,1.25,62.96,
Bretagne,Données définitives,2021-12-23,00:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-23,00:30,3941.0,609.0,0.0,254.0,0.0,8.0,-1.0,52.0,0,0,0,0,3018.0,-,-,-,-,-,-,-,1237,-,-,2322,-,-,-,-,-,-,-,-,0,-,-,540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.45,41.86,0.0,-,6.45,22.76,0.0,0.0,0.2,2.91,1.32,64.2,
Bretagne,Données définitives,2021-12-23,00:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-23,01:00,3747.0,610.0,0.0,236.0,0.0,122.0,-1.0,52.0,0,0,0,0,2728.0,-,-,-,-,-,-,-,1133,-,-,2113,-,-,-,-,-,-,-,-,0,-,-,518,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.28,41.92,0.0,-,6.3,21.15,0.0,0.0,3.26,44.36,1.39,64.2,
Bretagne,Données définitives,2021-12-23,01:15,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
Bretagne,Données définitives,2021-12-23,01:30,3667.0,526.0,0.0,240.0,0.0,172.0,-1.0,51.0,0,0,0,0,2679.0,-,-,-,-,-,-,-,1125,-,-,2084,-,-,-,-,-,-,-,-,0,-,-,530,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.34,36.15,0.0,-,6.54,21.51,0.0,0.0,4.69,62.55,1.39,62.96,
Bretagne,Données définitives,2021-12-23,01:45,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
