Périmètre,Nature,Date,Heures,Consommation,Thermique,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,Ech. physiques,Flux physiques d'Auvergne-Rhône-Alpes vers Nouvelle-Aquitaine,Flux physiques de Bourgogne-Franche-Comté vers Nouvelle-Aquitaine,Flux physiques de Bretagne vers Nouvelle-Aquitaine,Flux physiques de Centre-Val de Loire vers Nouvelle-Aquitaine,Flux physiques de Grand-Est vers Nouvelle-Aquitaine,Flux physiques de Hauts-de-France vers Nouvelle-Aquitaine,Flux physiques d'Ile-de-France vers Nouvelle-Aquitaine,Flux physiques de Normandie vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine,Flux physiques d'Occitanie vers Nouvelle-Aquitaine,Flux physiques de Pays-de-la-Loire vers Nouvelle-Aquitaine,Flux physiques de PACA vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Auvergne-Rhône-Alpes,Flux physiques de Nouvelle-Aquitaine vers Bourgogne-Franche-Comté,Flux physiques de Nouvelle-Aquitaine vers Bretagne,Flux physiques de Nouvelle-Aquitaine vers Centre-Val de Loire,Flux physiques de Nouvelle-Aquitaine vers Grand-Est,Flux physiques de Nouvelle-Aquitaine vers Hauts-de-France,Flux physiques de Nouvelle-Aquitaine vers Ile-de-France,Flux physiques de Nouvelle-Aquitaine vers Normandie,Flux physiques de Nouvelle-Aquitaine vers Nouvelle-Aquitaine.1,Flux physiques de Nouvelle-Aquitaine vers Occitanie,Flux physiques de Nouvelle-Aquitaine vers Pays-de-la-Loire,Flux physiques de Nouvelle-Aquitaine vers PACA,Flux physiques Allemagne vers Nouvelle-Aquitaine,Flux physiques Belgique vers Nouvelle-Aquitaine,Flux physiques Espagne vers Nouvelle-Aquitaine,Flux physiques Italie vers Nouvelle-Aquitaine,Flux physiques Luxembourg vers Nouvelle-Aquitaine,Flux physiques Royaume-Uni vers Nouvelle-Aquitaine,Flux physiques Suisse vers Nouvelle-Aquitaine,Flux physiques de Nouvelle-Aquitaine vers Allemagne,Flux physiques de Nouvelle-Aquitaine vers Belgique,Flux physiques de Nouvelle-Aquitaine vers Espagne,Flux physiques de Nouvelle-Aquitaine vers Italie,Flux physiques de Nouvelle-Aquitaine vers Luxembourg,Flux physiques de Nouvelle-Aquitaine vers Royaume-Uni,Flux physiques de Nouvelle-Aquitaine vers Suisse,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Unnamed: 67
Nouvelle-Aquitaine,Données définitives,2021-12-15,02:00,6282.0,303.0,2745.0,186.0,0.0,631.0,0.0,173.0,0,0,0,0,2245.0,90,-,-,1124,-,-,-,-,-,637,1093,-,94,-,-,9,-,-,-,-,-,605,281,-,-,-,437,-,-,-,-,-,-,147,-,-,-,-,4.82,48.4,43.7,41.4,2.96,14.18,0.0,0.0,10.04,28.39,2.75,49.57,
Nouvelle-Aquitaine,Données définitives,2021-12-15,02:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,02:30,6340.0,303.0,2745.0,186.0,0.0,627.0,0.0,172.0,0,0,0,0,2308.0,87,-,-,1010,-,-,-,-,-,536,1073,-,95,-,-,8,-,-,-,-,-,593,268,-,-,-,648,-,-,-,-,-,-,81,-,-,-,-,4.78,48.4,43.3,41.4,2.93,14.18,0.0,0.0,9.89,28.21,2.71,49.28,
Nouvelle-Aquitaine,Données définitives,2021-12-15,02:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,03:00,6137.0,304.0,2744.0,185.0,0.0,457.0,0.0,170.0,0,0,0,0,2278.0,88,-,-,1016,-,-,-,-,-,487,1093,-,58,-,-,8,-,-,-,-,-,599,252,-,-,-,614,-,-,-,-,-,-,101,-,-,-,-,4.95,48.56,44.71,41.39,3.01,14.1,0.0,0.0,7.45,20.56,2.77,48.71,
Nouvelle-Aquitaine,Données définitives,2021-12-15,03:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,03:30,5957.0,305.0,2744.0,216.0,0.0,456.0,0.0,175.0,0,0,0,0,2063.0,88,-,-,933,-,-,-,-,-,446,1078,-,54,-,-,8,-,-,-,-,-,580,252,-,-,-,544,-,-,-,-,-,-,132,-,-,-,-,5.12,48.72,46.06,41.39,3.63,16.46,0.0,0.0,7.65,20.51,2.94,50.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,03:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,04:00,5914.0,305.0,2745.0,212.0,0.0,456.0,0.0,173.0,0,0,0,0,2024.0,86,-,-,879,-,-,-,-,-,439,1089,-,52,-,-,8,-,-,-,-,-,561,262,-,-,-,543,-,-,-,-,-,-,129,-,-,-,-,5.16,48.72,46.42,41.4,3.58,16.16,0.0,0.0,7.71,20.51,2.93,49.57,
Nouvelle-Aquitaine,Données définitives,2021-12-15,04:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,04:30,5933.0,305.0,2744.0,216.0,0.0,452.0,0.0,173.0,0,0,0,0,2044.0,83,-,-,812,-,-,-,-,-,457,1016,-,47,-,-,13,-,-,-,-,-,548,275,-,-,-,660,-,-,-,-,-,-,101,-,-,-,-,5.14,48.72,46.25,41.39,3.64,16.46,0.0,0.0,7.62,20.33,2.92,49.57,
Nouvelle-Aquitaine,Données définitives,2021-12-15,04:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,05:00,5988.0,304.0,2744.0,211.0,0.0,450.0,0.0,168.0,0,0,0,0,2111.0,83,-,-,827,-,-,-,-,-,496,1013,-,43,-,-,8,-,-,-,-,-,545,281,-,-,-,662,-,-,-,-,-,-,94,-,-,-,-,5.08,48.56,45.82,41.39,3.52,16.08,0.0,0.0,7.52,20.24,2.81,48.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,05:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,05:30,6221.0,304.0,2745.0,215.0,0.0,527.0,0.0,171.0,0,0,0,0,2260.0,81,-,-,710,-,-,-,-,-,473,832,-,46,-,-,32,-,-,-,-,-,518,319,-,-,-,1080,-,-,-,-,-,-,0,-,-,-,-,4.89,48.56,44.12,41.4,3.46,16.39,0.0,0.0,8.47,23.71,2.75,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,05:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,06:00,6421.0,304.0,2744.0,227.0,0.0,534.0,0.0,173.0,0,0,0,0,2440.0,85,-,-,781,-,-,-,-,-,548,806,-,43,-,-,19,-,-,-,-,-,543,338,-,-,-,1164,-,-,-,-,-,-,0,-,-,-,-,4.73,48.56,42.73,41.39,3.54,17.3,0.0,0.0,8.32,24.02,2.69,49.57,
Nouvelle-Aquitaine,Données définitives,2021-12-15,06:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,06:30,6774.0,302.0,2743.0,224.0,0.0,605.0,0.0,169.0,0,0,0,0,2731.0,96,-,-,870,-,-,-,-,-,853,628,-,32,-,-,9,-,-,-,-,-,397,352,-,-,-,1074,-,-,-,-,-,-,0,-,-,-,-,4.46,48.24,40.49,41.37,3.31,17.07,0.0,0.0,8.93,27.22,2.49,48.42,
Nouvelle-Aquitaine,Données définitives,2021-12-15,06:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,07:00,7096.0,310.0,2743.0,212.0,0.0,1103.0,0.0,171.0,0,0,0,0,2558.0,82,-,-,709,-,-,-,-,-,928,447,-,93,-,-,59,-,-,-,-,-,252,387,-,-,-,1182,-,-,-,-,-,-,0,-,-,-,-,4.37,49.52,38.66,41.37,2.99,16.16,0.0,0.0,15.54,49.62,2.41,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,07:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,07:30,7379.0,312.0,2743.0,238.0,0.0,1142.0,0.0,170.0,0,0,0,0,2775.0,125,-,-,884,-,-,-,-,-,917,491,-,115,-,-,70,-,-,-,-,-,315,404,-,-,-,1264,-,-,-,-,-,-,0,-,-,-,-,4.23,49.84,37.17,41.37,3.23,18.14,0.0,0.0,15.48,51.37,2.3,48.71,
Nouvelle-Aquitaine,Données définitives,2021-12-15,07:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,08:00,7671.0,313.0,2742.0,241.0,0.0,1295.0,0.0,166.0,0,0,0,0,2915.0,126,-,-,935,-,-,-,-,-,1019,508,-,121,-,-,93,-,-,-,-,-,325,406,-,-,-,1273,-,-,-,-,-,-,0,-,-,-,-,4.08,50.0,35.75,41.36,3.14,18.37,0.0,0.0,16.88,58.25,2.16,47.56,
Nouvelle-Aquitaine,Données définitives,2021-12-15,08:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,08:30,7742.0,312.0,2742.0,253.0,0.0,1399.0,0.0,168.0,0,0,0,0,2870.0,125,-,-,815,-,-,-,-,-,1095,394,-,108,-,-,125,-,-,-,-,-,283,431,-,-,-,1388,-,-,-,-,-,-,0,-,-,-,-,4.03,49.84,35.42,41.36,3.27,19.28,0.0,0.0,18.07,62.93,2.17,48.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,08:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,09:00,7848.0,310.0,2742.0,251.0,43.0,1466.0,0.0,169.0,0,0,0,0,2870.0,233,-,-,834,-,-,-,-,-,1125,391,-,139,-,-,217,-,-,-,-,-,279,427,-,-,-,1349,-,-,-,-,-,-,0,-,-,-,-,3.95,49.52,34.94,41.36,3.2,19.13,0.55,1.36,18.68,65.95,2.15,48.42,
Nouvelle-Aquitaine,Données définitives,2021-12-15,09:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,09:30,7827.0,307.0,2742.0,270.0,175.0,1547.0,0.0,171.0,0,0,0,0,2616.0,219,-,-,761,-,-,-,-,-,1303,167,-,142,-,-,394,-,-,-,-,-,282,454,-,-,-,1438,-,-,-,-,-,-,0,-,-,-,-,3.92,49.04,35.03,41.36,3.45,20.58,2.24,5.52,19.76,69.59,2.18,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,09:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,10:00,7833.0,304.0,2740.0,273.0,352.0,1535.0,0.0,171.0,0,0,0,0,2458.0,225,-,-,721,-,-,-,-,-,1265,129,-,140,-,-,411,-,-,-,-,-,291,457,-,-,-,1417,-,-,-,-,-,-,0,-,-,-,-,3.88,48.56,34.98,41.33,3.49,20.81,4.49,11.1,19.6,69.05,2.18,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,10:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,10:30,7750.0,311.0,2741.0,276.0,532.0,1390.0,0.0,162.0,0,0,0,0,2339.0,222,-,-,673,-,-,-,-,-,1318,111,-,141,-,-,450,-,-,-,-,-,287,472,-,-,-,1363,-,-,-,-,-,-,0,-,-,-,-,4.01,49.68,35.37,41.34,3.56,21.04,6.86,16.78,17.94,62.53,2.09,46.42,
Nouvelle-Aquitaine,Données définitives,2021-12-15,10:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,11:00,7680.0,308.0,2741.0,257.0,709.0,1324.0,0.0,168.0,0,0,0,0,2172.0,220,-,-,620,-,-,-,-,-,1363,75,-,118,-,-,544,-,-,-,-,-,264,564,-,-,-,1385,-,-,-,-,-,-,0,-,-,-,-,4.01,49.2,35.69,41.34,3.35,19.59,9.23,22.37,17.24,59.56,2.19,48.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,11:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,11:30,7534.0,306.0,2741.0,233.0,864.0,1254.0,0.0,167.0,0,0,0,0,1969.0,215,-,-,581,-,-,-,-,-,1366,81,-,95,-,-,549,-,-,-,-,-,247,626,-,-,-,1244,-,-,-,-,-,-,0,-,-,-,-,4.06,48.88,36.38,41.34,3.09,17.76,11.47,27.26,16.64,56.41,2.22,47.85,
Nouvelle-Aquitaine,Données définitives,2021-12-15,11:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,12:00,7481.0,309.0,2741.0,226.0,994.0,1281.0,0.0,167.0,0,0,0,0,1761.0,217,-,-,577,-,-,-,-,-,1399,58,-,92,-,-,665,-,-,-,-,-,250,811,-,-,-,1328,-,-,-,-,-,-,0,-,-,-,-,4.13,49.36,36.64,41.34,3.02,17.23,13.29,31.36,17.12,57.62,2.23,47.85,
Nouvelle-Aquitaine,Données définitives,2021-12-15,12:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,12:30,7387.0,309.0,2742.0,219.0,1097.0,1270.0,0.0,168.0,0,0,0,0,1585.0,195,-,-,573,-,-,-,-,-,1469,49,-,57,-,-,751,-,-,-,-,-,226,969,-,-,-,1303,-,-,-,-,-,-,0,-,-,-,-,4.18,49.36,37.12,41.36,2.96,16.69,14.85,34.61,17.19,57.13,2.27,48.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,12:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,13:00,7376.0,307.0,2742.0,215.0,1142.0,1270.0,0.0,171.0,0,0,0,0,1529.0,211,-,-,578,-,-,-,-,-,1429,48,-,57,-,-,720,-,-,-,-,-,242,995,-,-,-,1277,-,-,-,-,-,-,0,-,-,-,-,4.16,49.04,37.17,41.36,2.91,16.39,15.48,36.03,17.22,57.13,2.32,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,13:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,13:30,7111.0,306.0,2741.0,233.0,1164.0,1115.0,0.0,169.0,0,0,0,0,1380.0,207,-,-,429,-,-,-,-,-,1123,55,-,50,-,-,543,-,-,-,-,-,236,895,-,-,-,1290,-,-,-,-,-,-,0,-,-,-,-,4.3,48.88,38.55,41.34,3.28,17.76,16.37,36.72,15.68,50.16,2.38,48.42,
Nouvelle-Aquitaine,Données définitives,2021-12-15,13:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,14:00,7035.0,305.0,2742.0,213.0,1128.0,771.0,0.0,163.0,0,0,0,0,1713.0,244,-,-,411,-,-,-,-,-,1019,67,-,40,-,-,369,-,-,-,-,-,152,767,-,-,-,1299,-,-,-,-,-,-,0,-,-,-,-,4.34,48.72,38.98,41.36,3.03,16.23,16.03,35.58,10.96,34.68,2.32,46.7,
Nouvelle-Aquitaine,Données définitives,2021-12-15,14:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,14:30,6909.0,304.0,2741.0,228.0,1065.0,770.0,0.0,164.0,0,0,0,0,1639.0,238,-,-,376,-,-,-,-,-,1136,60,-,40,-,-,453,-,-,-,-,-,154,789,-,-,-,1266,-,-,-,-,-,-,0,-,-,-,-,4.4,48.56,39.67,41.34,3.3,17.38,15.41,33.6,11.14,34.64,2.37,46.99,
Nouvelle-Aquitaine,Données définitives,2021-12-15,14:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,15:00,6693.0,305.0,2742.0,254.0,960.0,764.0,0.0,175.0,0,0,0,0,1492.0,236,-,-,337,-,-,-,-,-,1074,57,-,39,-,-,455,-,-,-,-,-,160,820,-,-,-,1262,-,-,-,-,-,-,0,-,-,-,-,4.56,48.72,40.97,41.36,3.8,19.36,14.34,30.28,11.41,34.37,2.61,50.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,15:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,15:30,6603.0,304.0,2742.0,285.0,763.0,753.0,0.0,170.0,0,0,0,0,1585.0,204,-,-,370,-,-,-,-,-,976,48,-,46,-,-,364,-,-,-,-,-,159,851,-,-,-,1406,-,-,-,-,-,-,0,-,-,-,-,4.6,48.56,41.53,41.36,4.32,21.72,11.56,24.07,11.4,33.87,2.57,48.71,
Nouvelle-Aquitaine,Données définitives,2021-12-15,15:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,16:00,6481.0,305.0,2742.0,326.0,509.0,860.0,0.0,175.0,0,0,0,0,1567.0,191,-,-,363,-,-,-,-,-,958,49,-,49,-,-,367,-,-,-,-,-,166,820,-,-,-,1407,-,-,-,-,-,-,0,-,-,-,-,4.71,48.72,42.31,41.36,5.03,24.85,7.85,16.06,13.27,38.69,2.7,50.14,
Nouvelle-Aquitaine,Données définitives,2021-12-15,16:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,16:30,6469.0,304.0,2742.0,365.0,271.0,1120.0,0.0,176.0,0,0,0,0,1492.0,167,-,-,428,-,-,-,-,-,989,46,-,80,-,-,394,-,-,-,-,-,214,818,-,-,-,1367,-,-,-,-,-,-,0,-,-,-,-,4.7,48.56,42.39,41.36,5.64,27.82,4.19,8.55,17.31,50.38,2.72,50.43,
Nouvelle-Aquitaine,Données définitives,2021-12-15,16:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,17:00,6511.0,305.0,2742.0,401.0,71.0,1381.0,0.0,170.0,0,0,0,0,1442.0,190,-,-,550,-,-,-,-,-,1155,44,-,89,-,-,614,-,-,-,-,-,275,992,-,-,-,1474,-,-,-,-,-,-,0,-,-,-,-,4.68,48.72,42.11,41.36,6.16,30.56,1.09,2.24,21.21,62.12,2.61,48.71,
Nouvelle-Aquitaine,Données définitives,2021-12-15,17:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,17:30,6692.0,307.0,2742.0,442.0,3.0,1531.0,0.0,167.0,0,0,0,0,1501.0,199,-,-,703,-,-,-,-,-,1244,42,-,110,-,-,651,-,-,-,-,-,283,1098,-,-,-,1455,-,-,-,-,-,-,0,-,-,-,-,4.59,49.04,40.97,41.36,6.6,33.69,0.04,0.09,22.88,68.87,2.5,47.85,
Nouvelle-Aquitaine,Données définitives,2021-12-15,17:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,18:00,7050.0,308.0,2742.0,495.0,0.0,1630.0,0.0,171.0,0,0,0,0,1704.0,205,-,-,822,-,-,-,-,-,1345,47,-,140,-,-,654,-,-,-,-,-,274,1107,-,-,-,1460,-,-,-,-,-,-,0,-,-,-,-,4.37,49.2,38.89,41.36,7.02,37.73,0.0,0.0,23.12,73.32,2.43,49.0,
Nouvelle-Aquitaine,Données définitives,2021-12-15,18:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,18:30,7245.0,309.0,2742.0,503.0,0.0,1624.0,0.0,181.0,0,0,0,0,1886.0,221,-,-,923,-,-,-,-,-,1437,47,-,107,-,-,646,-,-,-,-,-,259,1185,-,-,-,1456,-,-,-,-,-,-,0,-,-,-,-,4.27,49.36,37.85,41.36,6.94,38.34,0.0,0.0,22.42,73.05,2.5,51.86,
Nouvelle-Aquitaine,Données définitives,2021-12-15,18:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,19:00,7432.0,310.0,2742.0,505.0,0.0,1640.0,0.0,184.0,0,0,0,0,2052.0,222,-,-,971,-,-,-,-,-,1575,49,-,101,-,-,701,-,-,-,-,-,237,1252,-,-,-,1527,-,-,-,-,-,-,0,-,-,-,-,4.17,49.52,36.89,41.36,6.79,38.49,0.0,0.0,22.07,73.77,2.48,52.72,
Nouvelle-Aquitaine,Données définitives,2021-12-15,19:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,19:30,7368.0,303.0,2742.0,479.0,0.0,1560.0,0.0,188.0,0,0,0,0,2097.0,223,-,-,934,-,-,-,-,-,1334,53,-,131,-,-,481,-,-,-,-,-,248,958,-,-,-,1371,-,-,-,-,-,-,0,-,-,-,-,4.11,48.4,37.21,41.36,6.5,36.51,0.0,0.0,21.17,70.18,2.55,53.87,
Nouvelle-Aquitaine,Données définitives,2021-12-15,19:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,20:00,7198.0,303.0,2742.0,450.0,0.0,1543.0,0.0,185.0,0,0,0,0,1978.0,222,-,-,844,-,-,-,-,-,1186,51,-,137,-,-,468,-,-,-,-,-,272,878,-,-,-,1430,-,-,-,-,-,-,0,-,-,-,-,4.21,48.4,38.09,41.36,6.25,34.3,0.0,0.0,21.44,69.41,2.57,53.01,
Nouvelle-Aquitaine,Données définitives,2021-12-15,20:15,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
Nouvelle-Aquitaine,Données définitives,2021-12-15,20:30,7022.0,304.0,2741.0,453.0,0.0,1391.0,0.0,182.0,0,0,0,0,1950.0,220,-,-,705,-,-,-,-,-,867,56,-,141,-,-,239,-,-,-,-,-,353,565,-,-,-,1400,-,-,-,-,-,-,0,-,-,-,-,4.33,48.56,39.03,41.34,6.45,34.53,0.0,0.0,19.81,62.57,2.59,52.15,
Nouvelle-Aquitaine,Données définitives,2021-12-15,20:45,,,,,,,,,,,,,,,-,-,,-,-,-,-,-,,,-,,-,-,,-,-,-,-,-,,,-,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,,,,,,,,,,
